date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:22	5553/5553	---M--	200	added ('OK')	image/jpeg	etag:%222e2121c-15b1-53d403c371f40%22	http://themes.suelo.pl/sukces/assets/img/avatars/avatar05.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/avatars/avatar05.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:24	5328/5328	---M--	200	added ('OK')	image/jpeg	etag:%222e2121b-14d0-53d403c27dd00%22	http://themes.suelo.pl/sukces/assets/img/avatars/avatar04.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/avatars/avatar04.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:25	12144/12144	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202017%2009:56:25%20GMT	http://themes.suelo.pl/sukces/blog-post.html	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/blog-post.html	(from http://themes.suelo.pl/sukces/index.html)
15:26:31	197583/197583	---M--	200	added ('OK')	image/jpeg	etag:%222e313f2-303cf-53d403f6f18c0%22	http://themes.suelo.pl/sukces/assets/img/works/work06.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/works/work06.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:33	63689/63689	---M--	200	added ('OK')	image/jpeg	etag:%222e313dd-f8c9-53d403de25e40%22	http://themes.suelo.pl/sukces/assets/img/posts/post01.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/posts/post01.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:37	9696/9696	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202017%2009:56:37%20GMT	http://themes.suelo.pl/sukces/blog.html	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/blog.html	(from http://themes.suelo.pl/sukces/index.html)
15:26:40	69691/69691	---M--	200	added ('OK')	image/jpeg	etag:%222e313de-1103b-53d403e00e2c0%22	http://themes.suelo.pl/sukces/assets/img/posts/post02.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/posts/post02.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:42	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%222e11803-17b8b-53d3ff63d4dc0%22	http://themes.suelo.pl/sukces/assets/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/js/jquery-1.12.4.min.js	(from http://themes.suelo.pl/sukces/index.html)
15:26:46	172270/172270	---M--	200	added ('OK')	image/jpeg	etag:%222e313df-2a0ee-53d403e2ea980%22	http://themes.suelo.pl/sukces/assets/img/posts/post03.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/posts/post03.jpg	(from http://themes.suelo.pl/sukces/index.html)
15:26:56	30794/30794	---M-Z	200	added ('OK')	application/javascript	etag:%222e11801-784a-53d3ff63d4dc0%22	http://themes.suelo.pl/sukces/assets/js/core.js	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/js/core.js	(from http://themes.suelo.pl/sukces/index.html)
15:26:56	184892/184892	---M-Z	200	added ('OK')	application/javascript	etag:%222e1180e-2d23c-53d3ff6c6a200%22	http://themes.suelo.pl/sukces/assets/js/plugins.js	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/js/plugins.js	(from http://themes.suelo.pl/sukces/index.html)
15:26:57	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:%222e2124e-8ff-53d3ff6e52680%22	http://themes.suelo.pl/sukces/assets/styleswitcher/styleswitcher.js	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/styleswitcher/styleswitcher.js	(from http://themes.suelo.pl/sukces/index.html)
15:26:58	1539/1539	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:56:57%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:26:58	1542/1542	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:56:58%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:00	1545/1545	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:56:59%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.woff2	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:01	1542/1542	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:57:00%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.woff	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:02	1539/1539	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:57:01%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.ttf	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:03	1539/1539	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2009:57:02%20GMT	http://themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/glyphicons-halflings-regular.svg	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:10	76518/76518	---MCZ	200	added ('OK')	text/plain	etag:%222e117ed-12ae6-53d3ff482cc80%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont5b62.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:13	76518/76518	---MCZ	200	added ('OK')	text/plain	etag:%222e117ed-12ae6-53d3ff482cc80%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfontd41d.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:20	71896/71896	---MCZ	200	added ('OK')	text/plain	etag:%222e117f1-118d8-53d3ff50c20c0%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont5b62.woff2	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:21	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:%222e117ee-5f9c6-53d3ff4ed9c40%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont5b62.svg	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:25	90412/90412	---MCZ	200	added ('OK')	text/plain	etag:%222e117f0-1612c-53d3ff51b6300%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont5b62.woff	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:26	78748/78748	---M-Z	200	added ('OK')	text/plain	etag:%222e117f2-1339c-53d3ff5957500%22	http://themes.suelo.pl/sukces/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/themify9f24.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:26	152796/152796	---MCZ	200	added ('OK')	text/plain	etag:%222e117ef-254dc-53d3ff4ed9c40%22	http://themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/fontawesome-webfont5b62.ttf	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:29	56108/56108	---M-Z	200	added ('OK')	text/plain	etag:%222e117f5-db2c-53d3ff5c33bc0%22	http://themes.suelo.pl/sukces/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/themify9f24.woff	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:30	78584/78584	---M-Z	200	added ('OK')	text/plain	etag:%222e117f4-132f8-53d3ff5b3f980%22	http://themes.suelo.pl/sukces/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/themify9f24.ttf	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:34	58680/58680	---M-Z	200	added ('OK')	text/plain	etag:%222e117e9-e538-53d3ff539e780%22	http://themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-strokebb1d.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:27:41	58680/58680	---M-Z	200	added ('OK')	text/plain	etag:%222e117e9-e538-53d3ff539e780%22	http://themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroke.eot?	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroked41d.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:28:05	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:%222e117f3-3931d-53d3ff60044c0%22	http://themes.suelo.pl/sukces/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/themify9f24.svg	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:28:44	164020/164020	---MCZ	200	added ('OK')	image/svg+xml	etag:%222e117ea-280b4-53d3ff567ae40%22	http://themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-strokebb1d.svg	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:30:31	1473/1473	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Aug%202017%2010:00:21%20GMT	http://themes.suelo.pl/sukces/assets/css/grabbing.png	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/css/grabbing.36.delayed	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:33:29	16192/16192	---M--	200	added ('OK')	image/jpeg	etag:%222e2122a-3f40-53d403d49c7c0%22	http://themes.suelo.pl/sukces/assets/img/photos/lawyer_avatar.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/photos/lawyer_avatar.jpg	(from http://themes.suelo.pl/sukces/project-example.html)
15:33:29	4771/4771	---M--	200	added ('OK')	image/png	etag:%222e313f4-12a3-53d404bf37140%22	http://themes.suelo.pl/sukces/assets/img/works/details/single-work_icon.png	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/works/details/single-work_icon.png	(from http://themes.suelo.pl/sukces/project-example.html)
15:33:44	153155/153155	---M--	200	added ('OK')	image/png	etag:%222e313f6-25643-53d404c307a40%22	http://themes.suelo.pl/sukces/assets/img/works/details/single-work_ipad.png	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/works/details/single-work_ipad.png	(from http://themes.suelo.pl/sukces/project-example.html)
15:33:51	62634/62634	---M--	200	added ('OK')	image/jpeg	etag:%222e313e0-f4aa-53d403e4d2e00%22	http://themes.suelo.pl/sukces/assets/img/posts/post04.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/posts/post04.jpg	(from http://themes.suelo.pl/sukces/blog.html)
15:33:54	78748/78748	---M-Z	200	added ('OK')	text/plain	etag:%222e117f2-1339c-53d3ff5957500%22	http://themes.suelo.pl/sukces/assets/fonts/themify.eot?	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/themifyd41d.eot	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:33:58	58556/58556	---M-Z	200	added ('OK')	text/plain	etag:%222e117ec-e4bc-53d3ff58632c0%22	http://themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-strokebb1d.woff	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:33:59	253602/253602	---M--	200	added ('OK')	image/png	etag:%222e313f8-3dea2-53d404c9b4a00%22	http://themes.suelo.pl/sukces/assets/img/works/details/single-work_iphone.png	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/works/details/single-work_iphone.png	(from http://themes.suelo.pl/sukces/project-example.html)
15:33:59	58480/58480	---M-Z	200	added ('OK')	text/plain	etag:%222e117eb-e470-53d3ff58632c0%22	http://themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from http://themes.suelo.pl/sukces/assets/css/styles.css)
15:33:59	31169/31169	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202017%2010:03:58%20GMT	http://themes.suelo.pl/sukces/index-horizontal-dark.html	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/index-horizontal-dark.html	(from http://themes.suelo.pl/sukces/project-example.html)
15:34:21	250381/250381	---M--	200	added ('OK')	image/jpeg	etag:%222e313e1-3d20d-53d403e7af4c0%22	http://themes.suelo.pl/sukces/assets/img/posts/single-post01.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/posts/single-post01.jpg	(from http://themes.suelo.pl/sukces/blog-post.html)
15:34:25	115342/115342	---M-Z	200	added ('OK')	text/css	etag:%222e21211-1c28e-53d403badcb00%22	http://themes.suelo.pl/sukces/assets/css/themes/theme-serif-bottle.css	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/css/themes/theme-serif-bottle.css	(from http://themes.suelo.pl/sukces/index-horizontal-dark.html)
15:34:28	11964/11964	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202017%2010:04:27%20GMT	http://themes.suelo.pl/sukces/blog-post-horizontal-dark.html	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/blog-post-horizontal-dark.html	(from http://themes.suelo.pl/sukces/index-horizontal-dark.html)
15:34:30	9564/9564	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202017%2010:04:28%20GMT	http://themes.suelo.pl/sukces/blog-horizontal-dark.html	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/blog-horizontal-dark.html	(from http://themes.suelo.pl/sukces/index-horizontal-dark.html)
15:34:33	93199/93199	---M--	200	added ('OK')	image/jpeg	etag:%222e2122b-16c0f-53d403d86d0c0%22	http://themes.suelo.pl/sukces/assets/img/photos/lawyer_bg01.jpg	C:/My%20Web%20Sites/mywebpage/themes.suelo.pl/sukces/assets/img/photos/lawyer_bg01.jpg	(from http://themes.suelo.pl/sukces/index-horizontal-dark.html)
